row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm
78,2019,7,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,13,64971
342,2019,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,128,173312
277,2020,12,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,23,109821
356,2021,1,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,11,106412
598,2021,4,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,33,177486
559,2019,10,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,11,102931
589,2020,6,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,12,111189
29,2020,8,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,15,145675
581,2019,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,45,208162
44,2019,10,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,22,75862
452,2019,6,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,37,107657
333,2019,8,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,15,88378
336,2019,11,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,61,61473
397,2020,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,11,67734
527,2020,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,12,90297
261,2020,12,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,12,84827
153,2020,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,16,114222
177,2019,8,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,12,88807
93,2020,10,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,19,143642
145,2019,10,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,35,80497
113,2019,11,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,15,65417
444,2021,7,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,17,175387
187,2019,7,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,11,104163
543,2020,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,18,105859
102,2019,10,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,21,66499
610,2019,11,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,14,18617
607,2019,11,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,29,112629
92,2020,12,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,62,174475
127,2021,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,33,168120
194,2019,10,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,17,160067
499,2020,12,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,12,148042
410,2021,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,69,172345
117,2020,3,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,12,149550
79,2019,5,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,37,130486
275,2019,5,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,16,110118
307,2019,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,59,128956
561,2019,11,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,121,199798
264,2019,6,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,75,127458
317,2019,8,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,88,167817
121,2019,8,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,40,120111
348,2019,4,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,26,74409
81,2019,10,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,25,169471
325,2019,1,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,25,124323
294,2020,8,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,12,108120
173,2020,11,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,15,94452
60,2019,11,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,20,66425
136,2020,8,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,15,83565
98,2019,9,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,54,68874
52,2020,12,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,49,181236
363,2021,4,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,46,175179
378,2019,10,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,59,153826
91,2020,8,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,13,62956
352,2020,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,22,148929
396,2020,12,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,17,150888
111,2021,6,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,17,273031
488,2019,6,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,151,118190
326,2019,7,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,68,126074
165,2019,9,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,21,124805
355,2019,7,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,30,133215
310,2021,9,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,21,194159
123,2021,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,20,133530
289,2020,12,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,11,96416
354,2019,7,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,28,104754
154,2021,3,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,15,145954
207,2019,10,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,17,95506
12,2020,8,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,24,60108
226,2019,10,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,12,89951
434,2019,11,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,15,69340
203,2019,4,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,52,115064
246,2019,10,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,77,88277
7,2019,11,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,19,64408
231,2019,2,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,16,114472
583,2021,4,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,11,102549
467,2019,8,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,16,123645
238,2021,1,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,20,181098
361,2020,12,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,13,166862
208,2019,2,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,16,74297
235,2021,1,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,13,161847
443,2019,11,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,11,81059
237,2020,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,67,183490
80,2019,11,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,62,218778
241,2020,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,12,79058
86,2019,4,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,33,96475
509,2020,12,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,16,135262
248,2019,11,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,11,113380
327,2021,5,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,63,165482
533,2021,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,22,200245
425,2021,5,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,21,141790
406,2019,9,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,15,79522
292,2020,10,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,11,196319
268,2020,8,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,95,76524
582,2019,3,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,90,131818
99,2020,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,12,94705
328,2019,10,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,16,62974
217,2019,3,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,81,126850
472,2019,9,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,13,112571
284,2021,6,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,13,157645
392,2020,12,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,11,54670
49,2019,11,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,17,57086
366,2019,1,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,40,154093
376,2019,5,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,23,88888
67,2019,10,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,11,97048
329,2021,5,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,14,80029
30,2019,9,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,40,164808
388,2021,3,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,17,150541
225,2019,2,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,21,123245
590,2019,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,814,143378
334,2019,11,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,15,60571
105,2021,6,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,11,135969
171,2019,11,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,202,115719
160,2019,11,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,49,188078
13,2020,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,17,70129
126,2019,6,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,110,102237
256,2019,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,139934
71,2019,11,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,38,90098
190,2020,12,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,26,95770
513,2021,8,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,24,179721
255,2020,8,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,19,79350
259,2019,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,25,79329
308,2019,2,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,14,124982
415,2020,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,16,115812
281,2020,8,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,14,199739
286,2020,12,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,16,125244
564,2019,11,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,110,71152
358,2019,11,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,166,176586
539,2019,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,42,280385
247,2020,8,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,20,123853
587,2020,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,14,126527
321,2021,6,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,20,214299
163,2021,8,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,18,169500
405,2019,11,BANGKOK,กรุงเทพมหานคร,มีนบุรี,MIN BURI,คอนโด,Condo,12,65595
578,2021,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,16,131163
312,2021,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,20,115150
596,2021,6,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,25,154828
15,2020,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,18,80877
109,2019,7,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,114,137588
385,2021,6,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,16,165196
469,2020,12,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,18,130304
374,2019,6,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,19,114540
519,2021,4,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,12,132470
461,2021,3,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,13,265961
140,2019,11,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,12,65137
426,2020,12,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,14,87184
450,2019,8,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,144,159348
273,2019,10,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,853,182488
192,2021,6,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,16,193937
5,2019,4,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,20,119435
265,2020,12,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,11,93771
573,2020,8,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,85,62636
90,2019,7,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,162,169665
505,2021,1,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,13,136357
181,2020,12,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,21,86114
193,2020,12,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,56,91915
437,2019,6,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,303,126418
458,2019,11,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,79,161632
147,2019,10,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,38,101346
520,2019,7,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,15,141799
202,2019,11,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,33,153591
447,2019,6,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,362,154552
575,2020,8,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,25,68672
584,2019,11,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,23,72976
565,2020,12,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,17,96321
149,2019,10,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,16,102903
517,2020,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,21,90533
186,2019,9,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,19,79860
214,2019,11,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,97284
528,2021,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,12,176916
550,2019,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,437,232188
518,2019,7,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,36,148575
228,2019,4,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,88,144032
373,2019,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,26,73451
35,2021,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,19,115344
37,2020,8,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,19,50046
95,2019,8,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,65,137918
478,2019,11,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,34,109083
364,2019,6,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,14,118716
34,2020,12,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,35,174275
551,2020,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,114,181113
479,2019,3,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,44,232612
428,2019,9,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,176,152469
420,2019,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,26,65184
498,2019,6,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,1155,144468
141,2019,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,81,108621
339,2019,11,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,18,183147
267,2019,11,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,235,175057
357,2020,8,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,67,62349
579,2019,11,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,40,128999
487,2020,12,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,15,71995
139,2020,10,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,16,97625
382,2020,10,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,126439
459,2021,5,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,15,224039
345,2020,1,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,15,154125
440,2019,7,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,11,106753
174,2019,11,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,77,134565
368,2020,3,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,15,97403
477,2019,3,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,13,119018
47,2019,11,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,43,159510
365,2019,5,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,31,136890
380,2020,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,32,137064
322,2019,2,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,59,154868
215,2019,11,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,42,159714
132,2021,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,11,160667
395,2019,10,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,13,101037
